date,Mean,Naive,Daily seasonal naive,Weekly seasonal naive,Drift,SARIMAX calendar,SARIMAX conditional,HGB lag+time,HGB + weather (conditional),HGB all covariates (conditional),Chronos-T5 tiny zero-shot
2016-05-13 19:00:00,584.7698036560596,2090.0,740.0,760.0,2090.596004063664,1188.3626175489894,1360.5316814065036,1098.6984982045021,1216.465250233807,1111.1236460732857,720.5027
2016-05-13 20:00:00,584.7698036560596,2090.0,600.0,700.0,2091.1920081273283,995.3062701141494,1300.0279248724719,1015.4420478351841,1168.3061154571417,1025.1872909608937,650.71045
2016-05-13 21:00:00,584.7698036560596,2090.0,430.0,430.0,2091.788012190992,696.0464151880825,1134.539859989888,642.3076459081142,737.4419332528491,562.2157349982242,484.44067
2016-05-13 22:00:00,584.7698036560596,2090.0,360.0,320.0,2092.384016254656,488.78411155984423,1002.900480286894,378.06377486179935,450.0163357868831,321.2659086160643,408.49017
2016-05-13 23:00:00,584.7698036560596,2090.0,340.0,350.0,2092.9800203183204,418.3347307550421,983.5070594249655,332.19891928783295,335.4115512093804,290.9783178481679,348.96136
2016-05-14 00:00:00,584.7698036560596,2090.0,330.0,310.0,2093.5760243819846,326.7147294186043,969.9214276501834,321.58457001170103,300.11217264172114,312.75404216367474,330.4871
2016-05-14 01:00:00,584.7698036560596,2090.0,320.0,340.0,2094.1720284456487,313.730273778679,983.9559902514993,325.92135504301467,310.4149353446058,311.7606854125461,340.75052
2016-05-14 02:00:00,584.7698036560596,2090.0,350.0,320.0,2094.7680325093124,301.6499473733056,969.6979390111865,308.3713608021589,295.8629812168968,304.38052750806173,340.75052
2016-05-14 03:00:00,584.7698036560596,2090.0,350.0,330.0,2095.3640365729766,293.6241982575996,948.489520876089,313.9410960069117,324.0298863761919,303.13589248206904,334.59253
2016-05-14 04:00:00,584.7698036560596,2090.0,300.0,330.0,2095.9600406366408,295.4543398910058,920.1632634877496,310.83102504137406,325.72565699075216,295.31818366530143,340.75052
2016-05-14 05:00:00,584.7698036560596,2090.0,350.0,310.0,2096.556044700305,345.0940923724085,945.7147991364991,312.03675384935605,297.9803788251944,302.80802822128084,340.75052
2016-05-14 06:00:00,584.7698036560596,2090.0,880.0,320.0,2097.1520487639687,406.5427573857329,1005.17382534016,376.4486808082743,404.7627147190678,363.27371053521455,340.75052
2016-05-14 07:00:00,584.7698036560596,2090.0,1060.0,890.0,2097.748052827633,548.5507168578451,1122.597935096528,757.3591153982645,860.856753911783,584.2251212874991,346.90878
2016-05-14 08:00:00,584.7698036560596,2090.0,2030.0,730.0,2098.344056891297,645.0045136318749,1189.714898811404,900.8118102497956,694.9605540964271,717.2608487318823,353.06677
2016-05-14 09:00:00,584.7698036560596,2090.0,560.0,920.0,2098.940060954961,583.343748888786,1141.1317630213025,902.3271846547758,988.9005100504976,745.3785375074567,459.80783
2016-05-14 10:00:00,584.7698036560596,2090.0,440.0,1070.0,2099.5360650186253,615.2334340882326,1188.3274810166122,703.9481695811919,619.8239021424966,763.4359417161717,509.0732
2016-05-14 11:00:00,584.7698036560596,2090.0,2130.0,970.0,2100.132069082289,685.5889545965055,1388.0846741696741,843.8708881188102,800.8116607069367,734.6322462608691,463.9135
2016-05-14 12:00:00,584.7698036560596,2090.0,1810.0,520.0,2100.728073145953,695.1118048938919,1405.8470968121783,826.437511291891,880.7816184426365,742.6410654222831,398.22647
2016-05-14 13:00:00,584.7698036560596,2090.0,1610.0,450.0,2101.3240772096174,672.8387148746749,1199.6452947760954,824.9167875004507,818.3013146930148,710.8284527886997,365.38336
2016-05-14 14:00:00,584.7698036560596,2090.0,1910.0,530.0,2101.9200812732815,686.8534787819359,1126.5633360524134,690.8373426508084,794.7563381210232,721.2029391056715,365.38336
2016-05-14 15:00:00,584.7698036560596,2090.0,1210.0,620.0,2102.5160853369453,649.2135538731306,1139.7254694797975,684.3764186646541,707.8160466583821,618.1530439602022,361.27792
2016-05-14 16:00:00,584.7698036560596,2090.0,2110.0,550.0,2103.1120894006094,776.7182093309314,1326.5588033147005,774.9995597867353,836.9310323305034,579.2173243870508,381.80478
2016-05-14 17:00:00,584.7698036560596,2090.0,1390.0,500.0,2103.7080934642736,986.4280531880422,1533.5259280568634,1146.8458011760792,1083.0595675585644,868.6826854686465,414.64844
2016-05-14 18:00:00,584.7698036560596,2090.0,2090.0,1710.0,2104.3040975279378,922.2009079362706,1775.5634450714751,795.8775649325852,1023.1526400679088,1237.2487136745883,424.91187
2016-05-14 19:00:00,585.1678979180658,1000.0,1250.0,720.0,1000.2250587840108,838.3221526541621,888.3593120660771,857.6448525094024,920.1818672317359,1027.130023184419,706.497
2016-05-14 20:00:00,585.1678979180658,1000.0,720.0,520.0,1000.4501175680215,689.7370998541471,839.9823778913969,673.5114704869251,730.6348825883152,787.5141676378238,601.53204
2016-05-14 21:00:00,585.1678979180658,1000.0,380.0,340.0,1000.6751763520323,495.7014406175646,733.7647132703732,520.4588834512588,520.8352952553745,431.48387768516784,431.97238
2016-05-14 22:00:00,585.1678979180658,1000.0,330.0,350.0,1000.900235136043,428.82767760925304,737.4210540200374,358.1694209308499,385.34035678192544,323.928818289814,387.56403
2016-05-14 23:00:00,585.1678979180658,1000.0,370.0,340.0,1001.1252939200538,353.2957265662859,783.5244564494405,332.52493060228994,327.9094433985191,324.78048112775076,359.30417
2016-05-15 00:00:00,585.1678979180658,1000.0,350.0,350.0,1001.3503527040644,343.6556393450961,804.9340555473909,296.4229529823344,305.2515365694209,331.6937957645384,359.30417
2016-05-15 01:00:00,585.1678979180658,1000.0,380.0,310.0,1001.5754114880752,331.85902760447175,781.8181686435837,309.4572670476119,303.28432025368585,304.30338566603814,359.30417
2016-05-15 02:00:00,585.1678979180658,1000.0,360.0,330.0,1001.800470272086,318.86487252606827,738.2582345642259,287.92228923699855,297.1337528182569,314.080882351583,359.30417
2016-05-15 03:00:00,585.1678979180658,1000.0,360.0,340.0,1002.0255290560967,311.12612502772555,710.9980790997097,284.39529551978785,294.22090553673314,312.7078739337122,359.30417
2016-05-15 04:00:00,585.1678979180658,1000.0,360.0,300.0,1002.2505878401075,313.01867569442123,705.8015193141846,292.6933231465839,285.58695570011366,298.03091206728277,359.30417
2016-05-15 05:00:00,585.1678979180658,1000.0,340.0,340.0,1002.4756466241182,358.5315640838535,738.8372436564377,276.5079086768909,321.6305129016292,324.47654896911837,357.28577
2016-05-15 06:00:00,585.1678979180658,1000.0,380.0,300.0,1002.700705408129,418.40365531817173,792.9108700252009,304.4110343516466,328.74422315623684,322.70347230022264,373.43423
2016-05-15 07:00:00,585.1678979180658,1000.0,680.0,360.0,1002.9257641921397,565.9215631513249,954.9097578317915,429.2055388890709,380.82903495152135,360.51964337848955,379.49005
2016-05-15 08:00:00,585.1678979180658,1000.0,800.0,1100.0,1003.1508229761505,662.7445248535639,1035.2573632401827,830.2730287036301,760.8616062422327,508.53258108875383,379.49005
2016-05-15 09:00:00,585.1678979180658,1000.0,710.0,860.0,1003.3758817601613,603.4477682469072,1049.5667755758395,717.360289573264,661.367571663783,663.8400439513653,381.50848
2016-05-15 10:00:00,585.1678979180658,1000.0,950.0,810.0,1003.600940544172,646.8877664065096,1041.1763083228916,1217.518142068068,1001.034444351958,662.0608452275958,371.4158
2016-05-15 11:00:00,585.1678979180658,1000.0,580.0,300.0,1003.8259993281828,695.2698426140242,1190.8310135298943,659.7949424849186,602.9213734396402,644.8913170377656,383.52716
2016-05-15 12:00:00,585.1678979180658,1000.0,700.0,340.0,1004.0510581121935,711.7224969027213,1310.9664339489855,941.4280401382475,709.4731314850002,561.9342947710404,393.61987
2016-05-15 13:00:00,585.1678979180658,1000.0,680.0,340.0,1004.2761168962043,691.5039827209536,1337.8235907240496,615.8649215799923,564.3962672157088,518.173547043463,391.60117
2016-05-15 14:00:00,585.1678979180658,1000.0,640.0,340.0,1004.5011756802149,703.2912122758198,1417.3534162991973,660.0138904388577,587.1812163452395,520.9925768447241,387.56403
2016-05-15 15:00:00,585.1678979180658,1000.0,780.0,300.0,1004.7262344642257,675.8968238296712,1433.3980362440934,601.3820927240806,549.3023322795201,508.81571520099027,411.78705
2016-05-15 16:00:00,585.1678979180658,1000.0,670.0,330.0,1004.9512932482364,787.7903128412624,1564.2388517989157,690.3669238634068,682.0545381631653,669.4104636454899,411.78705
2016-05-15 17:00:00,585.1678979180658,1000.0,1450.0,340.0,1005.1763520322472,1019.3265403536517,1793.6530298931393,1001.5259404989832,885.6349379890453,1010.8159763178239,425.91684
2016-05-15 18:00:00,585.1678979180658,1000.0,1000.0,300.0,1005.401410816258,936.4549801924554,1754.4190525689628,1023.9676579964078,1245.6316496674378,1240.5185726513791,440.04663
2016-05-15 19:00:00,584.7701532311792,590.0,540.0,360.0,590.0866377874042,675.0802436025011,785.6148194764301,670.4557296077301,800.4702460490003,771.4018478398115,610.7923
2016-05-15 20:00:00,584.7701532311792,590.0,520.0,470.0,590.1732755748084,544.2588594232875,626.5616625880921,629.3635752092657,765.2489630968261,758.5529350203291,570.74036
2016-05-15 21:00:00,584.7701532311792,590.0,450.0,380.0,590.2599133622126,432.9978683797998,574.6743802223664,502.86155783069916,476.6826299241963,449.07844200678636,428.55573
2016-05-15 22:00:00,584.7701532311792,590.0,370.0,350.0,590.3465511496167,381.1227874763957,547.6791849790798,351.02514335389077,363.62962717178516,343.6721698352189,360.4677
2016-05-15 23:00:00,584.7701532311792,590.0,290.0,320.0,590.433188937021,327.6979033627738,537.7691690436131,315.30737497687915,351.7768288827054,306.9591896614873,348.4519
2016-05-16 00:00:00,584.7701532311792,590.0,320.0,330.0,590.5198267244252,349.7232266706801,540.0635706861531,306.0506899378441,318.15285495340004,308.3787026027877,320.4158
2016-05-16 01:00:00,584.7701532311792,590.0,330.0,350.0,590.6064645118294,338.025075904779,519.6388103007139,316.0656269963285,327.2639416543664,301.5889095825582,320.4158
2016-05-16 02:00:00,584.7701532311792,590.0,310.0,330.0,590.6931022992336,324.1882117438462,484.2345723744711,294.0833720135259,316.5589002829338,304.1684828734407,320.4158
2016-05-16 03:00:00,584.7701532311792,590.0,240.0,320.0,590.7797400866378,313.2248471436626,448.6847148962552,301.8793231390685,316.1574945564274,306.8871059221904,340.4415
